saving to results/2022-03-31_18-33-48_resnet44_m-32
creating model resnet
created model with configuration: {'dataset': 'cifar10', 'depth': 44}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x146643d51a60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x146643d51820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 32, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 4.752 (4.752)	Data 3.387 (3.387)	Loss 2.3066 (2.3066)	Prec@1 6.738 (6.738)	Prec@5 41.748 (41.748)	Acc 0.067 (0.067)	
TRAINING - Epoch: [9][360/781]	Time 0.350 (0.354)	Data 0.000 (0.006)	Loss 0.3966 (0.4593)	Prec@1 86.426 (84.023)	Prec@5 99.219 (99.309)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][370/781]	Time 0.349 (0.354)	Data 0.000 (0.005)	Loss 0.4955 (0.4581)	Prec@1 80.273 (84.060)	Prec@5 99.854 (99.312)	Acc 0.841 (0.838)	
TRAINING - Epoch: [9][380/781]	Time 0.350 (0.354)	Data 0.000 (0.005)	Loss 0.3619 (0.4579)	Prec@1 86.719 (84.049)	Prec@5 99.951 (99.311)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][390/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.4520 (0.4590)	Prec@1 84.473 (84.015)	Prec@5 98.682 (99.314)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][400/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.5738 (0.4595)	Prec@1 80.957 (83.989)	Prec@5 98.975 (99.313)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][410/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.4606 (0.4585)	Prec@1 82.471 (84.018)	Prec@5 99.854 (99.317)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][420/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.5268 (0.4597)	Prec@1 82.129 (83.956)	Prec@5 97.949 (99.316)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][430/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.3975 (0.4598)	Prec@1 84.277 (83.950)	Prec@5 99.561 (99.315)	Acc 0.839 (0.838)	
TRAINING - Epoch: [9][440/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.4429 (0.4597)	Prec@1 87.646 (83.962)	Prec@5 99.512 (99.309)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][450/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.5168 (0.4599)	Prec@1 82.324 (83.953)	Prec@5 98.975 (99.306)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][460/781]	Time 0.350 (0.353)	Data 0.000 (0.004)	Loss 0.4695 (0.4602)	Prec@1 85.156 (83.940)	Prec@5 97.607 (99.303)	Acc 0.839 (0.838)	
TRAINING - Epoch: [9][470/781]	Time 0.347 (0.353)	Data 0.000 (0.004)	Loss 0.4585 (0.4596)	Prec@1 82.422 (83.966)	Prec@5 99.463 (99.301)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][480/781]	Time 0.349 (0.353)	Data 0.000 (0.004)	Loss 0.5214 (0.4587)	Prec@1 84.521 (84.006)	Prec@5 99.854 (99.309)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][490/781]	Time 0.350 (0.352)	Data 0.000 (0.004)	Loss 0.4439 (0.4598)	Prec@1 84.961 (83.956)	Prec@5 99.902 (99.308)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][500/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.3620 (0.4598)	Prec@1 86.670 (83.962)	Prec@5 99.854 (99.308)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][510/781]	Time 0.351 (0.352)	Data 0.000 (0.004)	Loss 0.4109 (0.4590)	Prec@1 86.865 (83.984)	Prec@5 99.170 (99.311)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][520/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.4336 (0.4589)	Prec@1 83.252 (83.985)	Prec@5 99.902 (99.312)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][530/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.3858 (0.4588)	Prec@1 85.547 (83.988)	Prec@5 99.951 (99.314)	Acc 0.840 (0.838)	
TRAINING - Epoch: [9][540/781]	Time 0.347 (0.352)	Data 0.000 (0.004)	Loss 0.5243 (0.4589)	Prec@1 80.664 (83.976)	Prec@5 99.561 (99.314)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][550/781]	Time 0.347 (0.352)	Data 0.000 (0.004)	Loss 0.4747 (0.4583)	Prec@1 82.617 (83.997)	Prec@5 99.658 (99.317)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][560/781]	Time 0.347 (0.352)	Data 0.000 (0.004)	Loss 0.4990 (0.4592)	Prec@1 81.885 (83.963)	Prec@5 98.975 (99.318)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][570/781]	Time 0.347 (0.352)	Data 0.000 (0.004)	Loss 0.3377 (0.4593)	Prec@1 89.062 (83.966)	Prec@5 99.707 (99.319)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][580/781]	Time 0.350 (0.352)	Data 0.000 (0.004)	Loss 0.5126 (0.4596)	Prec@1 82.520 (83.953)	Prec@5 99.707 (99.318)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][590/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.5091 (0.4590)	Prec@1 82.324 (83.983)	Prec@5 98.633 (99.320)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][600/781]	Time 0.347 (0.352)	Data 0.000 (0.003)	Loss 0.4792 (0.4590)	Prec@1 82.861 (83.972)	Prec@5 99.609 (99.323)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][610/781]	Time 0.347 (0.352)	Data 0.000 (0.003)	Loss 0.6398 (0.4588)	Prec@1 80.859 (83.986)	Prec@5 98.633 (99.325)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][620/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.4533 (0.4594)	Prec@1 83.789 (83.970)	Prec@5 98.242 (99.318)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][630/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.4460 (0.4593)	Prec@1 84.033 (83.973)	Prec@5 99.707 (99.315)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][640/781]	Time 0.347 (0.352)	Data 0.000 (0.003)	Loss 0.5150 (0.4589)	Prec@1 83.740 (83.992)	Prec@5 98.779 (99.313)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][650/781]	Time 0.347 (0.352)	Data 0.000 (0.003)	Loss 0.4935 (0.4595)	Prec@1 82.227 (83.973)	Prec@5 98.975 (99.311)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][660/781]	Time 0.350 (0.351)	Data 0.000 (0.003)	Loss 0.5004 (0.4598)	Prec@1 82.910 (83.968)	Prec@5 97.803 (99.308)	Acc 0.840 (0.839)	
TRAINING - Epoch: [9][670/781]	Time 0.347 (0.351)	Data 0.000 (0.003)	Loss 0.4644 (0.4605)	Prec@1 82.959 (83.935)	Prec@5 99.561 (99.305)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][680/781]	Time 0.350 (0.351)	Data 0.000 (0.003)	Loss 0.3912 (0.4602)	Prec@1 85.742 (83.941)	Prec@5 99.658 (99.307)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][690/781]	Time 0.350 (0.351)	Data 0.000 (0.003)	Loss 0.6071 (0.4609)	Prec@1 76.514 (83.908)	Prec@5 98.779 (99.306)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][700/781]	Time 0.347 (0.351)	Data 0.000 (0.003)	Loss 0.5596 (0.4614)	Prec@1 78.760 (83.892)	Prec@5 99.316 (99.295)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][710/781]	Time 0.350 (0.351)	Data 0.000 (0.003)	Loss 0.4244 (0.4622)	Prec@1 85.010 (83.870)	Prec@5 99.756 (99.295)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][720/781]	Time 0.349 (0.351)	Data 0.000 (0.003)	Loss 0.5467 (0.4628)	Prec@1 78.467 (83.851)	Prec@5 99.121 (99.295)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][730/781]	Time 0.349 (0.351)	Data 0.000 (0.003)	Loss 0.5662 (0.4627)	Prec@1 80.371 (83.848)	Prec@5 98.389 (99.296)	Acc 0.838 (0.839)	
TRAINING - Epoch: [9][740/781]	Time 0.350 (0.351)	Data 0.000 (0.003)	Loss 0.4143 (0.4624)	Prec@1 85.352 (83.855)	Prec@5 99.561 (99.298)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][750/781]	Time 0.349 (0.351)	Data 0.000 (0.003)	Loss 0.3629 (0.4617)	Prec@1 86.182 (83.888)	Prec@5 99.609 (99.298)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][760/781]	Time 0.347 (0.351)	Data 0.000 (0.003)	Loss 0.4518 (0.4617)	Prec@1 84.766 (83.892)	Prec@5 99.609 (99.300)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][770/781]	Time 0.349 (0.351)	Data 0.000 (0.003)	Loss 0.5266 (0.4617)	Prec@1 80.908 (83.893)	Prec@5 98.975 (99.301)	Acc 0.839 (0.839)	
TRAINING - Epoch: [9][780/781]	Time 0.346 (0.351)	Data 0.000 (0.003)	Loss 0.3705 (0.4612)	Prec@1 88.525 (83.907)	Prec@5 100.000 (99.300)	Acc 0.839 (0.839)	
EVALUATING - Epoch: [9][0/157]	Time 0.361 (0.361)	Data 0.356 (0.356)	Loss 0.5534 (0.5534)	Prec@1 79.688 (79.688)	Prec@5 100.000 (100.000)	Acc 0.797 (0.797)	
EVALUATING - Epoch: [9][10/157]	Time 0.004 (0.041)	Data 0.000 (0.036)	Loss 0.3908 (0.4620)	Prec@1 82.812 (83.949)	Prec@5 100.000 (99.716)	Acc 0.839 (0.831)	
EVALUATING - Epoch: [9][20/157]	Time 0.004 (0.024)	Data 0.000 (0.019)	Loss 0.6702 (0.5132)	Prec@1 73.438 (83.110)	Prec@5 100.000 (99.479)	Acc 0.831 (0.832)	
EVALUATING - Epoch: [9][30/157]	Time 0.010 (0.018)	Data 0.000 (0.013)	Loss 0.7969 (0.5257)	Prec@1 76.562 (82.056)	Prec@5 100.000 (99.395)	Acc 0.821 (0.830)	
EVALUATING - Epoch: [9][40/157]	Time 0.004 (0.015)	Data 0.000 (0.010)	Loss 0.5812 (0.5521)	Prec@1 79.688 (81.441)	Prec@5 98.438 (99.314)	Acc 0.814 (0.827)	
EVALUATING - Epoch: [9][50/157]	Time 0.004 (0.013)	Data 0.000 (0.008)	Loss 0.8362 (0.5499)	Prec@1 76.562 (81.924)	Prec@5 98.438 (99.265)	Acc 0.819 (0.825)	
EVALUATING - Epoch: [9][60/157]	Time 0.004 (0.012)	Data 0.000 (0.007)	Loss 0.4491 (0.5568)	Prec@1 85.938 (81.890)	Prec@5 100.000 (99.232)	Acc 0.819 (0.824)	
EVALUATING - Epoch: [9][70/157]	Time 0.004 (0.011)	Data 0.000 (0.006)	Loss 0.5012 (0.5434)	Prec@1 84.375 (82.240)	Prec@5 98.438 (99.186)	Acc 0.822 (0.823)	
EVALUATING - Epoch: [9][80/157]	Time 0.004 (0.011)	Data 0.000 (0.005)	Loss 0.6918 (0.5539)	Prec@1 76.562 (82.022)	Prec@5 96.875 (99.074)	Acc 0.820 (0.823)	
EVALUATING - Epoch: [9][90/157]	Time 0.008 (0.010)	Data 0.004 (0.005)	Loss 0.4942 (0.5544)	Prec@1 84.375 (81.988)	Prec@5 100.000 (99.090)	Acc 0.820 (0.823)	
EVALUATING - Epoch: [9][100/157]	Time 0.010 (0.010)	Data 0.005 (0.005)	Loss 0.5612 (0.5555)	Prec@1 81.250 (81.900)	Prec@5 100.000 (99.134)	Acc 0.819 (0.822)	
EVALUATING - Epoch: [9][110/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 0.6113 (0.5551)	Prec@1 78.125 (81.869)	Prec@5 96.875 (99.113)	Acc 0.819 (0.822)	
EVALUATING - Epoch: [9][120/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 0.4833 (0.5531)	Prec@1 82.812 (81.844)	Prec@5 100.000 (99.174)	Acc 0.818 (0.822)	
EVALUATING - Epoch: [9][130/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 0.5093 (0.5485)	Prec@1 85.938 (81.918)	Prec@5 100.000 (99.213)	Acc 0.819 (0.822)	
EVALUATING - Epoch: [9][140/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 0.5093 (0.5526)	Prec@1 85.938 (81.793)	Prec@5 100.000 (99.224)	Acc 0.818 (0.821)	
EVALUATING - Epoch: [9][150/157]	Time 0.004 (0.008)	Data 0.000 (0.003)	Loss 0.5355 (0.5492)	Prec@1 79.688 (81.881)	Prec@5 100.000 (99.193)	Acc 0.819 (0.821)	
EVALUATING - Epoch: [9][156/157]	Time 0.004 (0.008)	Data 0.000 (0.003)	Loss 0.5417 (0.5488)	Prec@1 75.000 (81.870)	Prec@5 100.000 (99.200)	Acc 0.819 (0.821)	

Results - Epoch: 10
Training Loss 0.4612 	Training Prec@1 83.907 	Training Prec@5 99.300 	Validation Loss 0.5488 	Validation Prec@1 81.870 	Validation Prec@5 99.200 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)

Starting Epoch: 11

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [10][0/781]	Time 2.091 (2.091)	Data 1.700 (1.700)	Loss 0.3990 (0.3990)	Prec@1 85.645 (85.645)	Prec@5 99.951 (99.951)	Acc 0.856 (0.856)	
TRAINING - Epoch: [10][10/781]	Time 0.346 (0.508)	Data 0.000 (0.155)	Loss 0.4003 (0.4246)	Prec@1 85.889 (85.081)	Prec@5 99.707 (99.521)	Acc 0.851 (0.854)	
TRAINING - Epoch: [10][20/781]	Time 0.349 (0.432)	Data 0.000 (0.081)	Loss 0.3729 (0.4119)	Prec@1 86.377 (85.375)	Prec@5 99.707 (99.579)	Acc 0.854 (0.853)	
TRAINING - Epoch: [10][30/781]	Time 0.346 (0.404)	Data 0.000 (0.055)	Loss 0.3749 (0.4116)	Prec@1 86.523 (85.585)	Prec@5 99.854 (99.499)	Acc 0.856 (0.854)	
TRAINING - Epoch: [10][40/781]	Time 0.347 (0.390)	Data 0.000 (0.042)	Loss 0.4669 (0.4091)	Prec@1 85.254 (85.662)	Prec@5 99.072 (99.463)	Acc 0.857 (0.855)	
TRAINING - Epoch: [10][50/781]	Time 0.347 (0.382)	Data 0.000 (0.034)	Loss 0.4306 (0.4088)	Prec@1 85.059 (85.692)	Prec@5 99.561 (99.460)	Acc 0.857 (0.855)	
TRAINING - Epoch: [10][60/781]	Time 0.346 (0.376)	Data 0.000 (0.028)	Loss 0.4443 (0.4101)	Prec@1 82.520 (85.672)	Prec@5 99.756 (99.444)	Acc 0.857 (0.856)	
TRAINING - Epoch: [10][70/781]	Time 0.350 (0.372)	Data 0.000 (0.024)	Loss 0.3224 (0.4102)	Prec@1 86.816 (85.598)	Prec@5 99.902 (99.442)	Acc 0.856 (0.856)	
TRAINING - Epoch: [10][80/781]	Time 0.347 (0.369)	Data 0.000 (0.021)	Loss 0.3502 (0.4127)	Prec@1 88.525 (85.479)	Prec@5 99.414 (99.438)	Acc 0.855 (0.856)	
TRAINING - Epoch: [10][90/781]	Time 0.347 (0.367)	Data 0.000 (0.019)	Loss 0.4076 (0.4115)	Prec@1 85.889 (85.510)	Prec@5 98.682 (99.448)	Acc 0.855 (0.855)	
TRAINING - Epoch: [10][100/781]	Time 0.350 (0.365)	Data 0.000 (0.017)	Loss 0.6234 (0.4160)	Prec@1 78.125 (85.413)	Prec@5 98.438 (99.432)	Acc 0.854 (0.855)	
TRAINING - Epoch: [10][110/781]	Time 0.349 (0.364)	Data 0.000 (0.016)	Loss 0.3907 (0.4197)	Prec@1 86.230 (85.242)	Prec@5 99.414 (99.420)	Acc 0.852 (0.855)	
TRAINING - Epoch: [10][120/781]	Time 0.347 (0.363)	Data 0.000 (0.014)	Loss 0.4878 (0.4211)	Prec@1 82.812 (85.241)	Prec@5 99.268 (99.410)	Acc 0.852 (0.855)	
TRAINING - Epoch: [10][130/781]	Time 0.349 (0.362)	Data 0.000 (0.013)	Loss 0.3761 (0.4205)	Prec@1 86.377 (85.230)	Prec@5 99.902 (99.422)	Acc 0.852 (0.855)	
TRAINING - Epoch: [10][140/781]	Time 0.349 (0.361)	Data 0.000 (0.012)	Loss 0.3502 (0.4193)	Prec@1 87.598 (85.301)	Prec@5 99.756 (99.411)	Acc 0.853 (0.855)	
TRAINING - Epoch: [10][150/781]	Time 0.349 (0.360)	Data 0.000 (0.011)	Loss 0.7820 (0.4259)	Prec@1 73.926 (85.099)	Prec@5 99.219 (99.410)	Acc 0.851 (0.854)	
TRAINING - Epoch: [10][160/781]	Time 0.347 (0.359)	Data 0.000 (0.011)	Loss 0.4546 (0.4260)	Prec@1 84.082 (85.062)	Prec@5 99.854 (99.414)	Acc 0.851 (0.854)	
TRAINING - Epoch: [10][170/781]	Time 0.349 (0.358)	Data 0.000 (0.010)	Loss 0.4729 (0.4265)	Prec@1 81.738 (85.042)	Prec@5 99.951 (99.403)	Acc 0.850 (0.854)	
TRAINING - Epoch: [10][180/781]	Time 0.347 (0.358)	Data 0.000 (0.010)	Loss 0.4244 (0.4278)	Prec@1 84.424 (85.008)	Prec@5 99.121 (99.386)	Acc 0.850 (0.854)	
TRAINING - Epoch: [10][190/781]	Time 0.347 (0.357)	Data 0.000 (0.009)	Loss 0.3900 (0.4266)	Prec@1 84.961 (85.049)	Prec@5 99.854 (99.402)	Acc 0.850 (0.854)	
TRAINING - Epoch: [10][200/781]	Time 0.347 (0.357)	Data 0.000 (0.009)	Loss 0.3461 (0.4264)	Prec@1 87.695 (85.051)	Prec@5 99.512 (99.409)	Acc 0.851 (0.853)	
TRAINING - Epoch: [10][210/781]	Time 0.349 (0.357)	Data 0.000 (0.008)	Loss 0.4884 (0.4280)	Prec@1 83.398 (85.025)	Prec@5 98.828 (99.390)	Acc 0.850 (0.853)	
TRAINING - Epoch: [10][220/781]	Time 0.349 (0.356)	Data 0.000 (0.008)	Loss 0.4781 (0.4302)	Prec@1 84.180 (84.964)	Prec@5 98.926 (99.377)	Acc 0.850 (0.853)	
TRAINING - Epoch: [10][230/781]	Time 0.349 (0.356)	Data 0.000 (0.008)	Loss 0.4150 (0.4317)	Prec@1 84.668 (84.897)	Prec@5 99.707 (99.366)	Acc 0.849 (0.853)	
TRAINING - Epoch: [10][240/781]	Time 0.347 (0.356)	Data 0.000 (0.007)	Loss 0.4860 (0.4309)	Prec@1 82.617 (84.923)	Prec@5 99.805 (99.372)	Acc 0.849 (0.853)	
TRAINING - Epoch: [10][250/781]	Time 0.349 (0.355)	Data 0.000 (0.007)	Loss 0.4620 (0.4320)	Prec@1 83.594 (84.872)	Prec@5 99.756 (99.377)	Acc 0.849 (0.853)	
TRAINING - Epoch: [10][260/781]	Time 0.349 (0.355)	Data 0.000 (0.007)	Loss 0.4517 (0.4337)	Prec@1 84.570 (84.850)	Prec@5 99.805 (99.371)	Acc 0.848 (0.853)	
TRAINING - Epoch: [10][270/781]	Time 0.349 (0.355)	Data 0.000 (0.006)	Loss 0.3243 (0.4336)	Prec@1 88.477 (84.832)	Prec@5 99.902 (99.377)	Acc 0.848 (0.852)	
TRAINING - Epoch: [10][280/781]	Time 0.349 (0.355)	Data 0.000 (0.006)	Loss 0.3427 (0.4325)	Prec@1 88.281 (84.857)	Prec@5 99.951 (99.375)	Acc 0.849 (0.852)	
TRAINING - Epoch: [10][290/781]	Time 0.349 (0.354)	Data 0.000 (0.006)	Loss 0.4334 (0.4339)	Prec@1 83.887 (84.811)	Prec@5 99.316 (99.375)	Acc 0.848 (0.852)	
TRAINING - Epoch: [10][300/781]	Time 0.349 (0.354)	Data 0.000 (0.006)	Loss 0.4700 (0.4343)	Prec@1 80.615 (84.780)	Prec@5 99.756 (99.378)	Acc 0.848 (0.852)	
TRAINING - Epoch: [10][310/781]	Time 0.349 (0.354)	Data 0.000 (0.006)	Loss 0.4527 (0.4341)	Prec@1 82.959 (84.782)	Prec@5 99.805 (99.385)	Acc 0.848 (0.852)	
TRAINING - Epoch: [10][320/781]	Time 0.349 (0.354)	Data 0.000 (0.005)	Loss 0.3659 (0.4356)	Prec@1 86.523 (84.732)	Prec@5 99.951 (99.376)	Acc 0.847 (0.852)	
TRAINING - Epoch: [10][330/781]	Time 0.349 (0.354)	Data 0.000 (0.005)	Loss 0.3756 (0.4355)	Prec@1 87.158 (84.752)	Prec@5 99.756 (99.377)	Acc 0.848 (0.852)	
TRAINING - Epoch: [10][340/781]	Time 0.347 (0.354)	Data 0.000 (0.005)	Loss 0.2385 (0.4341)	Prec@1 92.383 (84.828)	Prec@5 99.707 (99.381)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][350/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.4593 (0.4333)	Prec@1 85.205 (84.847)	Prec@5 98.193 (99.381)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][360/781]	Time 0.347 (0.353)	Data 0.000 (0.005)	Loss 0.5409 (0.4333)	Prec@1 82.764 (84.845)	Prec@5 99.316 (99.380)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][370/781]	Time 0.349 (0.353)	Data 0.000 (0.005)	Loss 0.5155 (0.4347)	Prec@1 83.643 (84.806)	Prec@5 99.219 (99.375)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][380/781]	Time 0.347 (0.353)	Data 0.000 (0.005)	Loss 0.4607 (0.4347)	Prec@1 83.643 (84.787)	Prec@5 97.607 (99.373)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][390/781]	Time 0.347 (0.353)	Data 0.000 (0.005)	Loss 0.4438 (0.4344)	Prec@1 82.520 (84.787)	Prec@5 99.902 (99.380)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][400/781]	Time 0.347 (0.353)	Data 0.000 (0.004)	Loss 0.4101 (0.4357)	Prec@1 83.789 (84.722)	Prec@5 99.902 (99.380)	Acc 0.847 (0.851)	
TRAINING - Epoch: [10][410/781]	Time 0.349 (0.353)	Data 0.000 (0.004)	Loss 0.4269 (0.4354)	Prec@1 84.229 (84.728)	Prec@5 99.512 (99.388)	Acc 0.847 (0.851)	
TRAINING - Epoch: [10][420/781]	Time 0.347 (0.353)	Data 0.000 (0.004)	Loss 0.4181 (0.4340)	Prec@1 84.766 (84.772)	Prec@5 99.854 (99.397)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][430/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.4138 (0.4340)	Prec@1 86.377 (84.770)	Prec@5 99.316 (99.398)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][440/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.3531 (0.4328)	Prec@1 87.500 (84.821)	Prec@5 100.000 (99.396)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][450/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.3386 (0.4324)	Prec@1 87.646 (84.834)	Prec@5 99.561 (99.401)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][460/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.5402 (0.4341)	Prec@1 82.178 (84.785)	Prec@5 99.463 (99.398)	Acc 0.848 (0.851)	
TRAINING - Epoch: [10][470/781]	Time 0.347 (0.352)	Data 0.000 (0.004)	Loss 0.5103 (0.4350)	Prec@1 81.543 (84.754)	Prec@5 98.438 (99.392)	Acc 0.848 (0.850)	
TRAINING - Epoch: [10][480/781]	Time 0.347 (0.352)	Data 0.000 (0.004)	Loss 0.5001 (0.4361)	Prec@1 81.055 (84.724)	Prec@5 99.561 (99.393)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][490/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.4890 (0.4362)	Prec@1 84.766 (84.732)	Prec@5 98.926 (99.392)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][500/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.4654 (0.4355)	Prec@1 83.594 (84.757)	Prec@5 99.561 (99.395)	Acc 0.848 (0.850)	
TRAINING - Epoch: [10][510/781]	Time 0.349 (0.352)	Data 0.000 (0.004)	Loss 0.5352 (0.4361)	Prec@1 81.543 (84.726)	Prec@5 99.023 (99.391)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][520/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.3704 (0.4366)	Prec@1 86.572 (84.697)	Prec@5 99.951 (99.393)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][530/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.3192 (0.4362)	Prec@1 87.012 (84.716)	Prec@5 99.805 (99.397)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][540/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.3604 (0.4366)	Prec@1 87.744 (84.705)	Prec@5 99.854 (99.393)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][550/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.2774 (0.4366)	Prec@1 90.723 (84.690)	Prec@5 99.951 (99.398)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][560/781]	Time 0.349 (0.352)	Data 0.000 (0.003)	Loss 0.3405 (0.4370)	Prec@1 89.014 (84.676)	Prec@5 99.414 (99.400)	Acc 0.847 (0.850)	
TRAINING - Epoch: [10][570/781]	Time 0.347 (0.352)	Data 0.000 (0.003)	Loss 0.4024 (0.4366)	Prec@1 87.061 (84.695)	Prec@5 98.828 (99.400)	Acc 0.847 (0.850)	
