saving to results/2022-03-31_16-19-45_resnet44_m-4
creating model resnet
created model with configuration: {'dataset': 'cifar10', 'depth': 44}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x146218584a60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x146218584820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 4, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 2.139 (2.139)	Data 1.825 (1.825)	Loss 2.3056 (2.3056)	Prec@1 8.594 (8.594)	Prec@5 42.578 (42.578)	Acc 0.086 (0.086)	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)

Starting Epoch: 31

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [30][0/781]	Time 0.497 (0.497)	Data 0.413 (0.413)	Loss 0.2081 (0.2081)	Prec@1 92.188 (92.188)	Prec@5 99.219 (99.219)	Acc 0.922 (0.922)	
TRAINING - Epoch: [30][10/781]	Time 0.048 (0.103)	Data 0.000 (0.045)	Loss 0.2596 (0.3059)	Prec@1 91.406 (88.601)	Prec@5 100.000 (99.787)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][20/781]	Time 0.048 (0.077)	Data 0.000 (0.024)	Loss 0.3451 (0.3293)	Prec@1 89.062 (88.207)	Prec@5 99.609 (99.665)	Acc 0.882 (0.886)	
TRAINING - Epoch: [30][30/781]	Time 0.048 (0.068)	Data 0.000 (0.016)	Loss 0.2882 (0.3301)	Prec@1 90.234 (88.168)	Prec@5 99.219 (99.584)	Acc 0.882 (0.884)	
TRAINING - Epoch: [30][40/781]	Time 0.048 (0.063)	Data 0.000 (0.012)	Loss 0.2844 (0.3214)	Prec@1 91.016 (88.510)	Prec@5 100.000 (99.657)	Acc 0.885 (0.884)	
TRAINING - Epoch: [30][50/781]	Time 0.048 (0.060)	Data 0.000 (0.010)	Loss 0.3465 (0.3164)	Prec@1 88.672 (88.764)	Prec@5 100.000 (99.678)	Acc 0.888 (0.884)	
TRAINING - Epoch: [30][60/781]	Time 0.048 (0.058)	Data 0.000 (0.008)	Loss 0.3107 (0.3158)	Prec@1 89.453 (88.800)	Prec@5 99.219 (99.686)	Acc 0.888 (0.885)	
TRAINING - Epoch: [30][70/781]	Time 0.048 (0.057)	Data 0.000 (0.007)	Loss 0.3260 (0.3148)	Prec@1 88.672 (88.864)	Prec@5 99.609 (99.703)	Acc 0.889 (0.885)	
TRAINING - Epoch: [30][80/781]	Time 0.048 (0.056)	Data 0.000 (0.006)	Loss 0.2320 (0.3114)	Prec@1 92.578 (88.995)	Prec@5 100.000 (99.701)	Acc 0.890 (0.886)	
TRAINING - Epoch: [30][90/781]	Time 0.048 (0.055)	Data 0.000 (0.006)	Loss 0.1714 (0.3070)	Prec@1 95.312 (89.153)	Prec@5 100.000 (99.725)	Acc 0.892 (0.886)	
TRAINING - Epoch: [30][100/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 0.2248 (0.3063)	Prec@1 91.797 (89.182)	Prec@5 100.000 (99.741)	Acc 0.892 (0.887)	
TRAINING - Epoch: [30][110/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 0.1648 (0.3079)	Prec@1 94.922 (89.175)	Prec@5 100.000 (99.726)	Acc 0.892 (0.887)	
TRAINING - Epoch: [30][120/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 0.3517 (0.3054)	Prec@1 85.938 (89.237)	Prec@5 100.000 (99.739)	Acc 0.892 (0.888)	
TRAINING - Epoch: [30][130/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 0.2532 (0.3067)	Prec@1 91.406 (89.170)	Prec@5 100.000 (99.741)	Acc 0.892 (0.888)	
TRAINING - Epoch: [30][140/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 0.2920 (0.3028)	Prec@1 87.891 (89.287)	Prec@5 100.000 (99.745)	Acc 0.893 (0.888)	
TRAINING - Epoch: [30][150/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.3022 (0.3063)	Prec@1 89.453 (89.189)	Prec@5 100.000 (99.734)	Acc 0.892 (0.889)	
TRAINING - Epoch: [30][160/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.2283 (0.3059)	Prec@1 91.016 (89.184)	Prec@5 100.000 (99.748)	Acc 0.892 (0.889)	
TRAINING - Epoch: [30][170/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.3807 (0.3071)	Prec@1 85.547 (89.154)	Prec@5 99.609 (99.742)	Acc 0.892 (0.889)	
TRAINING - Epoch: [30][180/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.2966 (0.3082)	Prec@1 89.453 (89.073)	Prec@5 100.000 (99.747)	Acc 0.891 (0.889)	
TRAINING - Epoch: [30][190/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.2919 (0.3080)	Prec@1 88.672 (89.099)	Prec@5 99.609 (99.742)	Acc 0.891 (0.889)	
TRAINING - Epoch: [30][200/781]	Time 0.048 (0.051)	Data 0.000 (0.003)	Loss 0.3644 (0.3072)	Prec@1 89.062 (89.134)	Prec@5 99.609 (99.740)	Acc 0.891 (0.889)	
TRAINING - Epoch: [30][210/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.3797 (0.3062)	Prec@1 87.500 (89.192)	Prec@5 99.609 (99.739)	Acc 0.892 (0.889)	
TRAINING - Epoch: [30][220/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.2847 (0.3073)	Prec@1 89.453 (89.165)	Prec@5 99.219 (99.731)	Acc 0.892 (0.889)	
TRAINING - Epoch: [30][230/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.3637 (0.3086)	Prec@1 87.500 (89.123)	Prec@5 100.000 (99.735)	Acc 0.891 (0.890)	
TRAINING - Epoch: [30][240/781]	Time 0.049 (0.051)	Data 0.000 (0.002)	Loss 0.2988 (0.3084)	Prec@1 88.672 (89.129)	Prec@5 100.000 (99.733)	Acc 0.891 (0.890)	
TRAINING - Epoch: [30][250/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.2600 (0.3101)	Prec@1 91.797 (89.095)	Prec@5 100.000 (99.740)	Acc 0.891 (0.890)	
TRAINING - Epoch: [30][260/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.2923 (0.3106)	Prec@1 87.500 (89.070)	Prec@5 99.609 (99.740)	Acc 0.891 (0.890)	
TRAINING - Epoch: [30][270/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.2340 (0.3120)	Prec@1 90.234 (89.028)	Prec@5 100.000 (99.735)	Acc 0.890 (0.890)	
TRAINING - Epoch: [30][280/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.2261 (0.3144)	Prec@1 91.016 (88.917)	Prec@5 100.000 (99.734)	Acc 0.889 (0.890)	
TRAINING - Epoch: [30][290/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.4018 (0.3146)	Prec@1 84.766 (88.918)	Prec@5 99.219 (99.725)	Acc 0.889 (0.890)	
TRAINING - Epoch: [30][300/781]	Time 0.048 (0.051)	Data 0.000 (0.002)	Loss 0.3164 (0.3138)	Prec@1 88.672 (88.959)	Prec@5 99.219 (99.725)	Acc 0.890 (0.890)	
TRAINING - Epoch: [30][310/781]	Time 0.048 (0.050)	Data 0.000 (0.002)	Loss 0.3060 (0.3137)	Prec@1 90.234 (88.968)	Prec@5 99.609 (99.721)	Acc 0.890 (0.890)	
TRAINING - Epoch: [30][320/781]	Time 0.048 (0.050)	Data 0.000 (0.002)	Loss 0.4554 (0.3145)	Prec@1 86.328 (88.926)	Prec@5 98.438 (99.720)	Acc 0.889 (0.890)	
TRAINING - Epoch: [30][330/781]	Time 0.048 (0.050)	Data 0.000 (0.002)	Loss 0.5397 (0.3163)	Prec@1 80.078 (88.870)	Prec@5 98.828 (99.721)	Acc 0.889 (0.890)	
TRAINING - Epoch: [30][340/781]	Time 0.048 (0.050)	Data 0.000 (0.002)	Loss 0.6275 (0.3162)	Prec@1 76.172 (88.863)	Prec@5 99.219 (99.724)	Acc 0.889 (0.890)	
TRAINING - Epoch: [30][350/781]	Time 0.049 (0.050)	Data 0.000 (0.002)	Loss 0.4165 (0.3175)	Prec@1 87.109 (88.827)	Prec@5 99.219 (99.722)	Acc 0.888 (0.890)	
TRAINING - Epoch: [30][360/781]	Time 0.052 (0.050)	Data 0.000 (0.002)	Loss 0.3248 (0.3182)	Prec@1 89.844 (88.796)	Prec@5 99.609 (99.719)	Acc 0.888 (0.890)	
TRAINING - Epoch: [30][370/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.2501 (0.3180)	Prec@1 89.453 (88.793)	Prec@5 100.000 (99.721)	Acc 0.888 (0.890)	
TRAINING - Epoch: [30][380/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.5515 (0.3186)	Prec@1 82.812 (88.787)	Prec@5 99.609 (99.717)	Acc 0.888 (0.890)	
TRAINING - Epoch: [30][390/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3277 (0.3186)	Prec@1 90.234 (88.808)	Prec@5 99.609 (99.714)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][400/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.2549 (0.3180)	Prec@1 90.234 (88.817)	Prec@5 99.609 (99.718)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][410/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.2401 (0.3169)	Prec@1 91.797 (88.846)	Prec@5 100.000 (99.720)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][420/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3479 (0.3177)	Prec@1 86.328 (88.826)	Prec@5 100.000 (99.716)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][430/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.4876 (0.3173)	Prec@1 83.594 (88.853)	Prec@5 98.828 (99.715)	Acc 0.889 (0.889)	
TRAINING - Epoch: [30][440/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3531 (0.3176)	Prec@1 88.281 (88.852)	Prec@5 100.000 (99.720)	Acc 0.889 (0.889)	
TRAINING - Epoch: [30][450/781]	Time 0.049 (0.050)	Data 0.000 (0.001)	Loss 0.3229 (0.3175)	Prec@1 88.672 (88.869)	Prec@5 100.000 (99.719)	Acc 0.889 (0.889)	
TRAINING - Epoch: [30][460/781]	Time 0.049 (0.050)	Data 0.000 (0.001)	Loss 0.3357 (0.3175)	Prec@1 86.719 (88.868)	Prec@5 99.609 (99.720)	Acc 0.889 (0.889)	
TRAINING - Epoch: [30][470/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3382 (0.3177)	Prec@1 86.719 (88.846)	Prec@5 99.219 (99.716)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][480/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3395 (0.3180)	Prec@1 87.500 (88.842)	Prec@5 98.828 (99.712)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][490/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.2755 (0.3184)	Prec@1 91.016 (88.837)	Prec@5 100.000 (99.714)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][500/781]	Time 0.049 (0.050)	Data 0.000 (0.001)	Loss 0.4178 (0.3192)	Prec@1 84.375 (88.802)	Prec@5 99.609 (99.714)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][510/781]	Time 0.049 (0.050)	Data 0.000 (0.001)	Loss 0.4359 (0.3201)	Prec@1 83.984 (88.785)	Prec@5 99.609 (99.710)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][520/781]	Time 0.049 (0.050)	Data 0.000 (0.001)	Loss 0.3515 (0.3210)	Prec@1 89.062 (88.760)	Prec@5 99.219 (99.711)	Acc 0.888 (0.889)	
TRAINING - Epoch: [30][530/781]	Time 0.049 (0.050)	Data 0.000 (0.001)	Loss 0.3011 (0.3218)	Prec@1 88.672 (88.728)	Prec@5 100.000 (99.712)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][540/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.2528 (0.3220)	Prec@1 91.016 (88.717)	Prec@5 100.000 (99.711)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][550/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3445 (0.3228)	Prec@1 86.328 (88.700)	Prec@5 100.000 (99.706)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][560/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.2881 (0.3231)	Prec@1 89.844 (88.688)	Prec@5 99.609 (99.705)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][570/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3310 (0.3232)	Prec@1 87.891 (88.686)	Prec@5 100.000 (99.705)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][580/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.3032 (0.3234)	Prec@1 89.453 (88.673)	Prec@5 100.000 (99.704)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][590/781]	Time 0.048 (0.050)	Data 0.000 (0.001)	Loss 0.4502 (0.3237)	Prec@1 83.984 (88.658)	Prec@5 99.219 (99.697)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][600/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.3126 (0.3239)	Prec@1 89.844 (88.655)	Prec@5 99.609 (99.696)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][610/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.4926 (0.3244)	Prec@1 84.375 (88.634)	Prec@5 98.828 (99.698)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][620/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.4038 (0.3246)	Prec@1 85.547 (88.620)	Prec@5 98.438 (99.696)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][630/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2915 (0.3251)	Prec@1 88.281 (88.600)	Prec@5 100.000 (99.695)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][640/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2414 (0.3248)	Prec@1 91.797 (88.607)	Prec@5 100.000 (99.695)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][650/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.3677 (0.3247)	Prec@1 90.234 (88.616)	Prec@5 99.219 (99.698)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][660/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2276 (0.3240)	Prec@1 90.625 (88.641)	Prec@5 99.609 (99.698)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][670/781]	Time 0.049 (0.049)	Data 0.000 (0.001)	Loss 0.2600 (0.3247)	Prec@1 89.453 (88.631)	Prec@5 100.000 (99.689)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][680/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2893 (0.3243)	Prec@1 88.672 (88.638)	Prec@5 99.609 (99.689)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][690/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.3607 (0.3240)	Prec@1 87.500 (88.648)	Prec@5 99.219 (99.687)	Acc 0.886 (0.889)	
TRAINING - Epoch: [30][700/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2468 (0.3238)	Prec@1 90.234 (88.652)	Prec@5 100.000 (99.686)	Acc 0.887 (0.889)	
TRAINING - Epoch: [30][710/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.3485 (0.3240)	Prec@1 88.281 (88.640)	Prec@5 100.000 (99.690)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][720/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.3232 (0.3242)	Prec@1 87.891 (88.628)	Prec@5 98.438 (99.685)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][730/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.3327 (0.3237)	Prec@1 88.672 (88.640)	Prec@5 99.219 (99.685)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][740/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.1992 (0.3236)	Prec@1 94.922 (88.639)	Prec@5 100.000 (99.684)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][750/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2746 (0.3234)	Prec@1 92.969 (88.649)	Prec@5 99.219 (99.685)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][760/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2948 (0.3238)	Prec@1 89.062 (88.641)	Prec@5 100.000 (99.684)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][770/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.4024 (0.3239)	Prec@1 88.281 (88.640)	Prec@5 100.000 (99.687)	Acc 0.886 (0.888)	
TRAINING - Epoch: [30][780/781]	Time 0.048 (0.049)	Data 0.000 (0.001)	Loss 0.2968 (0.3243)	Prec@1 89.844 (88.629)	Prec@5 98.828 (99.682)	Acc 0.886 (0.888)	
EVALUATING - Epoch: [30][0/157]	Time 0.370 (0.370)	Data 0.363 (0.363)	Loss 0.2339 (0.2339)	Prec@1 92.188 (92.188)	Prec@5 100.000 (100.000)	Acc 0.922 (0.922)	
EVALUATING - Epoch: [30][10/157]	Time 0.005 (0.039)	Data 0.000 (0.034)	Loss 0.4805 (0.2734)	Prec@1 92.188 (91.761)	Prec@5 98.438 (99.858)	Acc 0.918 (0.912)	
EVALUATING - Epoch: [30][20/157]	Time 0.004 (0.023)	Data 0.000 (0.018)	Loss 0.2459 (0.2927)	Prec@1 92.188 (91.369)	Prec@5 100.000 (99.777)	Acc 0.914 (0.913)	
EVALUATING - Epoch: [30][30/157]	Time 0.004 (0.017)	Data 0.000 (0.012)	Loss 0.6343 (0.3095)	Prec@1 84.375 (90.927)	Prec@5 98.438 (99.647)	Acc 0.909 (0.913)	
EVALUATING - Epoch: [30][40/157]	Time 0.009 (0.015)	Data 0.004 (0.010)	Loss 0.3685 (0.3315)	Prec@1 87.500 (90.091)	Prec@5 100.000 (99.505)	Acc 0.901 (0.911)	
EVALUATING - Epoch: [30][50/157]	Time 0.004 (0.013)	Data 0.000 (0.008)	Loss 0.3742 (0.3287)	Prec@1 84.375 (90.043)	Prec@5 98.438 (99.571)	Acc 0.900 (0.909)	
EVALUATING - Epoch: [30][60/157]	Time 0.004 (0.012)	Data 0.000 (0.007)	Loss 0.1469 (0.3348)	Prec@1 93.750 (90.113)	Prec@5 100.000 (99.565)	Acc 0.901 (0.908)	
EVALUATING - Epoch: [30][70/157]	Time 0.004 (0.011)	Data 0.000 (0.006)	Loss 0.2794 (0.3296)	Prec@1 90.625 (90.075)	Prec@5 100.000 (99.582)	Acc 0.901 (0.907)	
EVALUATING - Epoch: [30][80/157]	Time 0.010 (0.010)	Data 0.000 (0.005)	Loss 0.4544 (0.3287)	Prec@1 89.062 (89.950)	Prec@5 98.438 (99.556)	Acc 0.899 (0.906)	
EVALUATING - Epoch: [30][90/157]	Time 0.005 (0.010)	Data 0.000 (0.004)	Loss 0.1336 (0.3271)	Prec@1 95.312 (89.835)	Prec@5 100.000 (99.605)	Acc 0.898 (0.905)	
EVALUATING - Epoch: [30][100/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 0.2318 (0.3217)	Prec@1 90.625 (89.975)	Prec@5 100.000 (99.613)	Acc 0.900 (0.905)	
EVALUATING - Epoch: [30][110/157]	Time 0.004 (0.009)	Data 0.000 (0.004)	Loss 0.1995 (0.3206)	Prec@1 90.625 (89.949)	Prec@5 100.000 (99.606)	Acc 0.899 (0.904)	
EVALUATING - Epoch: [30][120/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 0.1351 (0.3168)	Prec@1 93.750 (89.979)	Prec@5 100.000 (99.638)	Acc 0.900 (0.904)	
EVALUATING - Epoch: [30][130/157]	Time 0.004 (0.009)	Data 0.000 (0.003)	Loss 0.4153 (0.3159)	Prec@1 87.500 (89.981)	Prec@5 100.000 (99.618)	Acc 0.900 (0.903)	
EVALUATING - Epoch: [30][140/157]	Time 0.004 (0.008)	Data 0.000 (0.003)	Loss 0.2137 (0.3145)	Prec@1 95.312 (90.038)	Prec@5 100.000 (99.623)	Acc 0.900 (0.903)	
EVALUATING - Epoch: [30][150/157]	Time 0.004 (0.008)	Data 0.000 (0.003)	Loss 0.3364 (0.3157)	Prec@1 90.625 (89.963)	Prec@5 98.438 (99.627)	Acc 0.900 (0.903)	
EVALUATING - Epoch: [30][156/157]	Time 0.004 (0.008)	Data 0.000 (0.003)	Loss 0.0900 (0.3130)	Prec@1 100.000 (90.000)	Prec@5 100.000 (99.630)	Acc 0.900 (0.903)	

Results - Epoch: 31
Training Loss 0.3243 	Training Prec@1 88.629 	Training Prec@5 99.682 	Validation Loss 0.3130 	Validation Prec@1 90.000 	Validation Prec@5 99.630 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)

Starting Epoch: 32

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [31][0/781]	Time 0.493 (0.493)	Data 0.443 (0.443)	Loss 0.3630 (0.3630)	Prec@1 88.281 (88.281)	Prec@5 99.219 (99.219)	Acc 0.883 (0.883)	
TRAINING - Epoch: [31][10/781]	Time 0.048 (0.103)	Data 0.000 (0.050)	Loss 0.2557 (0.3255)	Prec@1 90.234 (88.565)	Prec@5 99.609 (99.609)	Acc 0.886 (0.883)	
TRAINING - Epoch: [31][20/781]	Time 0.048 (0.077)	Data 0.000 (0.026)	Loss 0.2535 (0.3092)	Prec@1 91.016 (89.118)	Prec@5 100.000 (99.665)	Acc 0.891 (0.886)	
TRAINING - Epoch: [31][30/781]	Time 0.048 (0.068)	Data 0.000 (0.018)	Loss 0.3756 (0.3189)	Prec@1 85.156 (88.810)	Prec@5 98.438 (99.559)	Acc 0.888 (0.887)	
TRAINING - Epoch: [31][40/781]	Time 0.048 (0.063)	Data 0.000 (0.013)	Loss 0.2704 (0.3061)	Prec@1 90.234 (89.224)	Prec@5 100.000 (99.609)	Acc 0.892 (0.888)	
TRAINING - Epoch: [31][50/781]	Time 0.048 (0.060)	Data 0.000 (0.011)	Loss 0.1859 (0.3078)	Prec@1 92.969 (89.170)	Prec@5 100.000 (99.563)	Acc 0.892 (0.889)	
TRAINING - Epoch: [31][60/781]	Time 0.048 (0.058)	Data 0.000 (0.009)	Loss 0.3739 (0.3083)	Prec@1 89.062 (89.133)	Prec@5 98.438 (99.577)	Acc 0.891 (0.889)	
TRAINING - Epoch: [31][70/781]	Time 0.048 (0.057)	Data 0.000 (0.008)	Loss 0.3563 (0.3050)	Prec@1 84.766 (89.129)	Prec@5 100.000 (99.598)	Acc 0.891 (0.890)	
TRAINING - Epoch: [31][80/781]	Time 0.048 (0.056)	Data 0.000 (0.007)	Loss 0.2815 (0.3034)	Prec@1 88.672 (89.159)	Prec@5 100.000 (99.624)	Acc 0.892 (0.890)	
TRAINING - Epoch: [31][90/781]	Time 0.048 (0.055)	Data 0.000 (0.006)	Loss 0.5045 (0.3069)	Prec@1 81.250 (89.002)	Prec@5 99.219 (99.644)	Acc 0.890 (0.890)	
TRAINING - Epoch: [31][100/781]	Time 0.048 (0.054)	Data 0.000 (0.006)	Loss 0.2725 (0.3125)	Prec@1 91.016 (88.881)	Prec@5 99.219 (99.652)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][110/781]	Time 0.048 (0.054)	Data 0.000 (0.005)	Loss 0.4128 (0.3139)	Prec@1 87.500 (88.858)	Prec@5 98.438 (99.648)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][120/781]	Time 0.048 (0.053)	Data 0.000 (0.005)	Loss 0.3701 (0.3133)	Prec@1 86.719 (88.920)	Prec@5 99.219 (99.651)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][130/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 0.4100 (0.3141)	Prec@1 83.594 (88.893)	Prec@5 100.000 (99.654)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][140/781]	Time 0.048 (0.053)	Data 0.000 (0.004)	Loss 0.3613 (0.3149)	Prec@1 85.156 (88.869)	Prec@5 100.000 (99.651)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][150/781]	Time 0.048 (0.052)	Data 0.000 (0.004)	Loss 0.2626 (0.3140)	Prec@1 90.234 (88.910)	Prec@5 100.000 (99.661)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][160/781]	Time 0.048 (0.052)	Data 0.000 (0.004)	Loss 0.3023 (0.3143)	Prec@1 90.625 (88.890)	Prec@5 99.609 (99.660)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][170/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.2639 (0.3144)	Prec@1 89.844 (88.868)	Prec@5 100.000 (99.662)	Acc 0.889 (0.890)	
TRAINING - Epoch: [31][180/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.2602 (0.3156)	Prec@1 91.797 (88.797)	Prec@5 100.000 (99.659)	Acc 0.888 (0.890)	
TRAINING - Epoch: [31][190/781]	Time 0.048 (0.052)	Data 0.000 (0.003)	Loss 0.3640 (0.3162)	Prec@1 86.719 (88.776)	Prec@5 99.609 (99.661)	Acc 0.888 (0.889)	
