saving to results/2022-03-31_16-15-55_resnet44_m-8
creating model resnet
created model with configuration: {'dataset': 'cifar10', 'depth': 44}
number of parameters: 661338
/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x14f687a4ca60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x14f687a4c820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 8, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None

Starting Epoch: 1

Files already downloaded and verified
Files already downloaded and verified
TRAINING - Epoch: [0][0/781]	Time 4.192 (4.192)	Data 3.245 (3.245)	Loss 2.3068 (2.3068)	Prec@1 7.031 (7.031)	Prec@5 42.383 (42.383)	Acc 0.070 (0.070)	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)

Starting Epoch: 27

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [26][0/781]	Time 0.852 (0.852)	Data 0.726 (0.726)	Loss 0.2745 (0.2745)	Prec@1 91.211 (91.211)	Prec@5 99.414 (99.414)	Acc 0.912 (0.912)	
TRAINING - Epoch: [26][10/781]	Time 0.106 (0.223)	Data 0.000 (0.114)	Loss 0.1849 (0.2533)	Prec@1 93.359 (91.140)	Prec@5 100.000 (99.893)	Acc 0.911 (0.907)	
TRAINING - Epoch: [26][20/781]	Time 0.099 (0.172)	Data 0.000 (0.061)	Loss 0.3166 (0.2736)	Prec@1 89.844 (90.448)	Prec@5 99.609 (99.777)	Acc 0.904 (0.905)	
TRAINING - Epoch: [26][30/781]	Time 0.092 (0.149)	Data 0.000 (0.041)	Loss 0.3267 (0.2747)	Prec@1 88.672 (90.442)	Prec@5 100.000 (99.767)	Acc 0.904 (0.905)	
TRAINING - Epoch: [26][40/781]	Time 0.110 (0.138)	Data 0.000 (0.031)	Loss 0.2306 (0.2722)	Prec@1 90.430 (90.454)	Prec@5 100.000 (99.805)	Acc 0.905 (0.905)	
TRAINING - Epoch: [26][50/781]	Time 0.091 (0.130)	Data 0.000 (0.025)	Loss 0.3081 (0.2710)	Prec@1 89.453 (90.487)	Prec@5 99.609 (99.797)	Acc 0.905 (0.905)	
TRAINING - Epoch: [26][60/781]	Time 0.105 (0.126)	Data 0.000 (0.021)	Loss 0.3618 (0.2787)	Prec@1 87.695 (90.276)	Prec@5 99.805 (99.798)	Acc 0.903 (0.905)	
TRAINING - Epoch: [26][70/781]	Time 0.092 (0.122)	Data 0.000 (0.018)	Loss 0.2791 (0.2770)	Prec@1 89.062 (90.262)	Prec@5 100.000 (99.785)	Acc 0.903 (0.905)	
TRAINING - Epoch: [26][80/781]	Time 0.095 (0.119)	Data 0.000 (0.016)	Loss 0.2847 (0.2838)	Prec@1 88.867 (89.993)	Prec@5 99.609 (99.781)	Acc 0.900 (0.904)	
TRAINING - Epoch: [26][90/781]	Time 0.095 (0.117)	Data 0.000 (0.014)	Loss 0.1997 (0.2875)	Prec@1 93.359 (89.887)	Prec@5 100.000 (99.785)	Acc 0.899 (0.904)	
TRAINING - Epoch: [26][100/781]	Time 0.092 (0.116)	Data 0.000 (0.013)	Loss 0.2811 (0.2857)	Prec@1 91.016 (89.954)	Prec@5 99.609 (99.785)	Acc 0.900 (0.903)	
TRAINING - Epoch: [26][110/781]	Time 0.092 (0.114)	Data 0.000 (0.012)	Loss 0.2353 (0.2839)	Prec@1 91.406 (90.013)	Prec@5 100.000 (99.798)	Acc 0.900 (0.903)	
TRAINING - Epoch: [26][120/781]	Time 0.098 (0.113)	Data 0.000 (0.011)	Loss 0.2864 (0.2825)	Prec@1 90.234 (90.062)	Prec@5 99.805 (99.800)	Acc 0.901 (0.903)	
TRAINING - Epoch: [26][130/781]	Time 0.125 (0.113)	Data 0.011 (0.010)	Loss 0.2690 (0.2863)	Prec@1 89.453 (89.930)	Prec@5 99.805 (99.784)	Acc 0.899 (0.903)	
TRAINING - Epoch: [26][140/781]	Time 0.110 (0.112)	Data 0.000 (0.009)	Loss 0.2203 (0.2846)	Prec@1 92.578 (89.989)	Prec@5 100.000 (99.771)	Acc 0.900 (0.902)	
TRAINING - Epoch: [26][150/781]	Time 0.092 (0.111)	Data 0.000 (0.009)	Loss 0.3268 (0.2855)	Prec@1 88.086 (89.987)	Prec@5 99.609 (99.774)	Acc 0.900 (0.902)	
TRAINING - Epoch: [26][160/781]	Time 0.096 (0.110)	Data 0.000 (0.008)	Loss 0.2758 (0.2860)	Prec@1 91.406 (89.963)	Prec@5 99.609 (99.771)	Acc 0.900 (0.902)	
TRAINING - Epoch: [26][170/781]	Time 0.092 (0.110)	Data 0.000 (0.008)	Loss 0.4219 (0.2887)	Prec@1 85.352 (89.875)	Prec@5 99.414 (99.768)	Acc 0.899 (0.902)	
TRAINING - Epoch: [26][180/781]	Time 0.120 (0.109)	Data 0.000 (0.007)	Loss 0.2529 (0.2894)	Prec@1 91.406 (89.848)	Prec@5 100.000 (99.771)	Acc 0.898 (0.902)	
TRAINING - Epoch: [26][190/781]	Time 0.101 (0.109)	Data 0.000 (0.007)	Loss 0.1395 (0.2868)	Prec@1 95.312 (89.962)	Prec@5 99.805 (99.776)	Acc 0.900 (0.902)	
TRAINING - Epoch: [26][200/781]	Time 0.092 (0.109)	Data 0.000 (0.007)	Loss 0.3505 (0.2860)	Prec@1 88.477 (90.004)	Prec@5 99.805 (99.783)	Acc 0.900 (0.901)	
TRAINING - Epoch: [26][210/781]	Time 0.137 (0.109)	Data 0.009 (0.007)	Loss 0.3853 (0.2873)	Prec@1 88.867 (89.960)	Prec@5 99.609 (99.782)	Acc 0.900 (0.901)	
TRAINING - Epoch: [26][220/781]	Time 0.092 (0.109)	Data 0.000 (0.006)	Loss 0.4211 (0.2907)	Prec@1 84.375 (89.817)	Prec@5 100.000 (99.782)	Acc 0.898 (0.901)	
TRAINING - Epoch: [26][230/781]	Time 0.103 (0.108)	Data 0.000 (0.006)	Loss 0.2057 (0.2911)	Prec@1 90.430 (89.788)	Prec@5 100.000 (99.785)	Acc 0.898 (0.901)	
TRAINING - Epoch: [26][240/781]	Time 0.106 (0.108)	Data 0.000 (0.006)	Loss 0.3540 (0.2927)	Prec@1 87.500 (89.722)	Prec@5 98.633 (99.777)	Acc 0.897 (0.901)	
TRAINING - Epoch: [26][250/781]	Time 0.112 (0.108)	Data 0.000 (0.006)	Loss 0.3614 (0.2940)	Prec@1 87.109 (89.688)	Prec@5 99.023 (99.770)	Acc 0.897 (0.901)	
TRAINING - Epoch: [26][260/781]	Time 0.092 (0.108)	Data 0.000 (0.005)	Loss 0.2700 (0.2934)	Prec@1 90.625 (89.708)	Prec@5 99.805 (99.768)	Acc 0.897 (0.901)	
TRAINING - Epoch: [26][270/781]	Time 0.102 (0.108)	Data 0.000 (0.005)	Loss 0.4023 (0.2930)	Prec@1 87.500 (89.726)	Prec@5 97.266 (99.761)	Acc 0.897 (0.901)	
TRAINING - Epoch: [26][280/781]	Time 0.108 (0.108)	Data 0.000 (0.005)	Loss 0.2828 (0.2938)	Prec@1 88.281 (89.687)	Prec@5 99.609 (99.760)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][290/781]	Time 0.110 (0.108)	Data 0.000 (0.005)	Loss 0.1739 (0.2927)	Prec@1 94.141 (89.725)	Prec@5 99.805 (99.761)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][300/781]	Time 0.095 (0.107)	Data 0.000 (0.005)	Loss 0.3503 (0.2927)	Prec@1 86.328 (89.720)	Prec@5 99.414 (99.761)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][310/781]	Time 0.095 (0.107)	Data 0.000 (0.005)	Loss 0.3131 (0.2934)	Prec@1 89.258 (89.711)	Prec@5 99.609 (99.759)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][320/781]	Time 0.100 (0.107)	Data 0.000 (0.005)	Loss 0.3198 (0.2934)	Prec@1 88.477 (89.703)	Prec@5 99.805 (99.761)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][330/781]	Time 0.104 (0.107)	Data 0.000 (0.004)	Loss 0.1899 (0.2948)	Prec@1 94.531 (89.664)	Prec@5 99.805 (99.757)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][340/781]	Time 0.092 (0.107)	Data 0.000 (0.004)	Loss 0.2938 (0.2944)	Prec@1 88.672 (89.672)	Prec@5 99.414 (99.761)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][350/781]	Time 0.120 (0.107)	Data 0.000 (0.004)	Loss 0.3705 (0.2949)	Prec@1 87.109 (89.655)	Prec@5 99.609 (99.759)	Acc 0.897 (0.900)	
TRAINING - Epoch: [26][360/781]	Time 0.104 (0.107)	Data 0.013 (0.004)	Loss 0.2448 (0.2958)	Prec@1 91.797 (89.640)	Prec@5 100.000 (99.751)	Acc 0.896 (0.900)	
TRAINING - Epoch: [26][370/781]	Time 0.091 (0.107)	Data 0.000 (0.004)	Loss 0.3441 (0.2965)	Prec@1 87.891 (89.605)	Prec@5 99.805 (99.746)	Acc 0.896 (0.900)	
TRAINING - Epoch: [26][380/781]	Time 0.092 (0.107)	Data 0.000 (0.004)	Loss 0.3168 (0.2965)	Prec@1 86.914 (89.592)	Prec@5 99.805 (99.750)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][390/781]	Time 0.115 (0.107)	Data 0.000 (0.004)	Loss 0.2301 (0.2966)	Prec@1 92.383 (89.589)	Prec@5 99.805 (99.750)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][400/781]	Time 0.092 (0.106)	Data 0.000 (0.004)	Loss 0.3442 (0.2965)	Prec@1 86.328 (89.581)	Prec@5 99.805 (99.754)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][410/781]	Time 0.113 (0.106)	Data 0.000 (0.004)	Loss 0.1716 (0.2970)	Prec@1 92.773 (89.564)	Prec@5 100.000 (99.753)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][420/781]	Time 0.096 (0.106)	Data 0.000 (0.004)	Loss 0.3411 (0.2968)	Prec@1 87.891 (89.563)	Prec@5 99.805 (99.755)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][430/781]	Time 0.106 (0.106)	Data 0.000 (0.004)	Loss 0.2460 (0.2964)	Prec@1 91.602 (89.581)	Prec@5 100.000 (99.755)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][440/781]	Time 0.091 (0.106)	Data 0.000 (0.004)	Loss 0.4554 (0.2968)	Prec@1 84.180 (89.571)	Prec@5 99.219 (99.755)	Acc 0.896 (0.899)	
TRAINING - Epoch: [26][450/781]	Time 0.122 (0.106)	Data 0.011 (0.003)	Loss 0.1300 (0.2981)	Prec@1 95.898 (89.524)	Prec@5 100.000 (99.752)	Acc 0.895 (0.899)	
TRAINING - Epoch: [26][460/781]	Time 0.108 (0.106)	Data 0.000 (0.003)	Loss 0.4285 (0.2987)	Prec@1 86.133 (89.497)	Prec@5 99.609 (99.750)	Acc 0.895 (0.899)	
TRAINING - Epoch: [26][470/781]	Time 0.100 (0.106)	Data 0.000 (0.003)	Loss 0.2324 (0.2984)	Prec@1 92.188 (89.516)	Prec@5 100.000 (99.750)	Acc 0.895 (0.899)	
TRAINING - Epoch: [26][480/781]	Time 0.119 (0.106)	Data 0.000 (0.003)	Loss 0.1910 (0.2981)	Prec@1 93.945 (89.531)	Prec@5 100.000 (99.750)	Acc 0.895 (0.899)	
TRAINING - Epoch: [26][490/781]	Time 0.114 (0.106)	Data 0.000 (0.003)	Loss 0.2672 (0.2977)	Prec@1 91.016 (89.537)	Prec@5 100.000 (99.753)	Acc 0.895 (0.899)	
TRAINING - Epoch: [26][500/781]	Time 0.093 (0.106)	Data 0.000 (0.003)	Loss 0.3093 (0.2983)	Prec@1 88.672 (89.516)	Prec@5 99.805 (99.754)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][510/781]	Time 0.098 (0.106)	Data 0.000 (0.003)	Loss 0.2581 (0.2988)	Prec@1 91.797 (89.510)	Prec@5 99.609 (99.753)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][520/781]	Time 0.096 (0.106)	Data 0.000 (0.003)	Loss 0.3475 (0.2990)	Prec@1 88.672 (89.500)	Prec@5 100.000 (99.752)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][530/781]	Time 0.092 (0.106)	Data 0.000 (0.003)	Loss 0.1907 (0.2996)	Prec@1 93.555 (89.488)	Prec@5 100.000 (99.751)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][540/781]	Time 0.091 (0.105)	Data 0.000 (0.003)	Loss 0.3439 (0.2994)	Prec@1 88.477 (89.489)	Prec@5 99.609 (99.752)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][550/781]	Time 0.105 (0.105)	Data 0.000 (0.003)	Loss 0.2216 (0.3000)	Prec@1 94.336 (89.475)	Prec@5 99.414 (99.750)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][560/781]	Time 0.091 (0.106)	Data 0.000 (0.003)	Loss 0.3230 (0.3001)	Prec@1 86.719 (89.456)	Prec@5 99.805 (99.751)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][570/781]	Time 0.114 (0.106)	Data 0.000 (0.003)	Loss 0.3416 (0.3003)	Prec@1 89.062 (89.440)	Prec@5 99.414 (99.751)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][580/781]	Time 0.113 (0.106)	Data 0.000 (0.003)	Loss 0.1932 (0.3000)	Prec@1 93.164 (89.447)	Prec@5 100.000 (99.753)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][590/781]	Time 0.110 (0.106)	Data 0.000 (0.003)	Loss 0.3981 (0.2996)	Prec@1 84.766 (89.453)	Prec@5 99.023 (99.752)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][600/781]	Time 0.124 (0.106)	Data 0.000 (0.003)	Loss 0.2523 (0.2996)	Prec@1 91.211 (89.462)	Prec@5 100.000 (99.749)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][610/781]	Time 0.103 (0.106)	Data 0.000 (0.003)	Loss 0.2393 (0.2998)	Prec@1 92.383 (89.451)	Prec@5 99.219 (99.747)	Acc 0.895 (0.898)	
TRAINING - Epoch: [26][620/781]	Time 0.120 (0.106)	Data 0.000 (0.003)	Loss 0.2641 (0.3007)	Prec@1 91.016 (89.409)	Prec@5 99.805 (99.747)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][630/781]	Time 0.114 (0.106)	Data 0.000 (0.003)	Loss 0.3023 (0.3009)	Prec@1 88.477 (89.397)	Prec@5 100.000 (99.750)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][640/781]	Time 0.109 (0.106)	Data 0.000 (0.003)	Loss 0.3953 (0.3011)	Prec@1 86.133 (89.398)	Prec@5 98.828 (99.749)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][650/781]	Time 0.093 (0.106)	Data 0.000 (0.003)	Loss 0.3173 (0.3014)	Prec@1 89.844 (89.390)	Prec@5 98.242 (99.745)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][660/781]	Time 0.105 (0.106)	Data 0.000 (0.002)	Loss 0.3870 (0.3014)	Prec@1 85.938 (89.395)	Prec@5 98.828 (99.743)	Acc 0.894 (0.898)	
TRAINING - Epoch: [26][670/781]	Time 0.092 (0.106)	Data 0.000 (0.002)	Loss 0.3261 (0.3014)	Prec@1 86.523 (89.393)	Prec@5 99.805 (99.744)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][680/781]	Time 0.093 (0.105)	Data 0.000 (0.002)	Loss 0.3245 (0.3018)	Prec@1 89.648 (89.385)	Prec@5 99.609 (99.741)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][690/781]	Time 0.098 (0.106)	Data 0.000 (0.002)	Loss 0.4714 (0.3014)	Prec@1 84.375 (89.411)	Prec@5 99.414 (99.743)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][700/781]	Time 0.092 (0.105)	Data 0.000 (0.002)	Loss 0.2354 (0.3014)	Prec@1 90.430 (89.417)	Prec@5 100.000 (99.742)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][710/781]	Time 0.126 (0.105)	Data 0.000 (0.002)	Loss 0.3332 (0.3016)	Prec@1 87.891 (89.399)	Prec@5 100.000 (99.743)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][720/781]	Time 0.097 (0.105)	Data 0.000 (0.002)	Loss 0.2376 (0.3014)	Prec@1 91.602 (89.405)	Prec@5 99.805 (99.739)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][730/781]	Time 0.091 (0.105)	Data 0.000 (0.002)	Loss 0.3703 (0.3017)	Prec@1 87.891 (89.395)	Prec@5 100.000 (99.739)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][740/781]	Time 0.120 (0.105)	Data 0.000 (0.002)	Loss 0.1906 (0.3008)	Prec@1 94.336 (89.426)	Prec@5 100.000 (99.741)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][750/781]	Time 0.127 (0.105)	Data 0.008 (0.002)	Loss 0.1583 (0.3011)	Prec@1 95.117 (89.424)	Prec@5 99.805 (99.739)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][760/781]	Time 0.091 (0.105)	Data 0.000 (0.002)	Loss 0.2528 (0.3013)	Prec@1 91.211 (89.416)	Prec@5 99.805 (99.738)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][770/781]	Time 0.093 (0.105)	Data 0.000 (0.002)	Loss 0.2652 (0.3016)	Prec@1 90.234 (89.401)	Prec@5 99.414 (99.737)	Acc 0.894 (0.897)	
TRAINING - Epoch: [26][780/781]	Time 0.092 (0.105)	Data 0.000 (0.002)	Loss 0.2903 (0.3017)	Prec@1 89.648 (89.395)	Prec@5 99.609 (99.736)	Acc 0.894 (0.897)	
EVALUATING - Epoch: [26][0/157]	Time 0.440 (0.440)	Data 0.402 (0.402)	Loss 0.1866 (0.1866)	Prec@1 92.188 (92.188)	Prec@5 100.000 (100.000)	Acc 0.922 (0.922)	
EVALUATING - Epoch: [26][10/157]	Time 0.005 (0.051)	Data 0.000 (0.037)	Loss 0.2575 (0.2390)	Prec@1 92.188 (92.330)	Prec@5 100.000 (99.574)	Acc 0.923 (0.928)	
EVALUATING - Epoch: [26][20/157]	Time 0.003 (0.031)	Data 0.000 (0.019)	Loss 0.2516 (0.3063)	Prec@1 92.188 (90.625)	Prec@5 100.000 (99.628)	Acc 0.906 (0.920)	
EVALUATING - Epoch: [26][30/157]	Time 0.004 (0.023)	Data 0.001 (0.013)	Loss 0.3219 (0.3132)	Prec@1 93.750 (90.423)	Prec@5 96.875 (99.546)	Acc 0.904 (0.915)	
EVALUATING - Epoch: [26][40/157]	Time 0.006 (0.019)	Data 0.003 (0.011)	Loss 0.5800 (0.3445)	Prec@1 90.625 (89.748)	Prec@5 96.875 (99.466)	Acc 0.897 (0.911)	
EVALUATING - Epoch: [26][50/157]	Time 0.003 (0.017)	Data 0.000 (0.009)	Loss 0.3402 (0.3320)	Prec@1 82.812 (89.859)	Prec@5 100.000 (99.479)	Acc 0.899 (0.909)	
EVALUATING - Epoch: [26][60/157]	Time 0.003 (0.015)	Data 0.000 (0.007)	Loss 0.2554 (0.3398)	Prec@1 93.750 (89.857)	Prec@5 100.000 (99.462)	Acc 0.899 (0.907)	
EVALUATING - Epoch: [26][70/157]	Time 0.003 (0.014)	Data 0.000 (0.006)	Loss 0.3265 (0.3352)	Prec@1 92.188 (90.163)	Prec@5 100.000 (99.472)	Acc 0.902 (0.906)	
EVALUATING - Epoch: [26][80/157]	Time 0.003 (0.013)	Data 0.000 (0.006)	Loss 0.3836 (0.3357)	Prec@1 90.625 (90.143)	Prec@5 100.000 (99.518)	Acc 0.901 (0.906)	
EVALUATING - Epoch: [26][90/157]	Time 0.003 (0.013)	Data 0.000 (0.006)	Loss 0.3410 (0.3316)	Prec@1 92.188 (90.230)	Prec@5 100.000 (99.571)	Acc 0.902 (0.905)	
EVALUATING - Epoch: [26][100/157]	Time 0.023 (0.013)	Data 0.000 (0.005)	Loss 0.2132 (0.3240)	Prec@1 92.188 (90.331)	Prec@5 100.000 (99.613)	Acc 0.903 (0.905)	
EVALUATING - Epoch: [26][110/157]	Time 0.005 (0.012)	Data 0.000 (0.005)	Loss 0.3844 (0.3177)	Prec@1 85.938 (90.343)	Prec@5 100.000 (99.634)	Acc 0.903 (0.905)	
EVALUATING - Epoch: [26][120/157]	Time 0.003 (0.011)	Data 0.000 (0.005)	Loss 0.1871 (0.3171)	Prec@1 93.750 (90.315)	Prec@5 100.000 (99.600)	Acc 0.903 (0.905)	
EVALUATING - Epoch: [26][130/157]	Time 0.003 (0.011)	Data 0.000 (0.004)	Loss 0.1744 (0.3145)	Prec@1 95.312 (90.363)	Prec@5 100.000 (99.618)	Acc 0.904 (0.905)	
EVALUATING - Epoch: [26][140/157]	Time 0.003 (0.011)	Data 0.000 (0.004)	Loss 0.2259 (0.3146)	Prec@1 90.625 (90.414)	Prec@5 100.000 (99.612)	Acc 0.904 (0.905)	
EVALUATING - Epoch: [26][150/157]	Time 0.003 (0.011)	Data 0.000 (0.004)	Loss 0.2028 (0.3152)	Prec@1 92.188 (90.346)	Prec@5 100.000 (99.627)	Acc 0.903 (0.905)	
EVALUATING - Epoch: [26][156/157]	Time 0.003 (0.010)	Data 0.000 (0.004)	Loss 0.5909 (0.3159)	Prec@1 93.750 (90.380)	Prec@5 100.000 (99.630)	Acc 0.904 (0.904)	

Results - Epoch: 27
Training Loss 0.3017 	Training Prec@1 89.395 	Training Prec@5 99.736 	Validation Loss 0.3159 	Validation Prec@1 90.380 	Validation Prec@5 99.630 	

/scratch/tor213/DLS/question4/Hoffer/utils/log.py:163: FutureWarning: The frame.append method is deprecated and will be removed from pandas in a future version. Use pandas.concat instead.
  self.results = self.results.append(df, ignore_index=True)

Starting Epoch: 28

/scratch/tor213/.env/lib64/python3.8/site-packages/torch/utils/data/dataloader.py:478: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
TRAINING - Epoch: [27][0/781]	Time 0.718 (0.718)	Data 0.615 (0.615)	Loss 0.3061 (0.3061)	Prec@1 88.086 (88.086)	Prec@5 99.609 (99.609)	Acc 0.881 (0.881)	
TRAINING - Epoch: [27][10/781]	Time 0.117 (0.216)	Data 0.000 (0.106)	Loss 0.2862 (0.3145)	Prec@1 90.234 (89.027)	Prec@5 99.414 (99.627)	Acc 0.890 (0.900)	
TRAINING - Epoch: [27][20/781]	Time 0.110 (0.167)	Data 0.000 (0.057)	Loss 0.2063 (0.2859)	Prec@1 91.797 (89.844)	Prec@5 100.000 (99.730)	Acc 0.898 (0.897)	
TRAINING - Epoch: [27][30/781]	Time 0.092 (0.146)	Data 0.000 (0.039)	Loss 0.2979 (0.2815)	Prec@1 88.086 (90.127)	Prec@5 100.000 (99.754)	Acc 0.901 (0.898)	
TRAINING - Epoch: [27][40/781]	Time 0.117 (0.137)	Data 0.000 (0.029)	Loss 0.3290 (0.2812)	Prec@1 87.891 (90.163)	Prec@5 98.633 (99.714)	Acc 0.902 (0.899)	
TRAINING - Epoch: [27][50/781]	Time 0.097 (0.130)	Data 0.000 (0.024)	Loss 0.2729 (0.2755)	Prec@1 90.430 (90.388)	Prec@5 99.805 (99.747)	Acc 0.904 (0.900)	
TRAINING - Epoch: [27][60/781]	Time 0.096 (0.124)	Data 0.000 (0.020)	Loss 0.2656 (0.2723)	Prec@1 89.844 (90.433)	Prec@5 99.805 (99.766)	Acc 0.904 (0.900)	
TRAINING - Epoch: [27][70/781]	Time 0.120 (0.121)	Data 0.000 (0.017)	Loss 0.3076 (0.2758)	Prec@1 88.281 (90.287)	Prec@5 99.609 (99.747)	Acc 0.903 (0.901)	
TRAINING - Epoch: [27][80/781]	Time 0.110 (0.119)	Data 0.000 (0.015)	Loss 0.3376 (0.2763)	Prec@1 87.695 (90.244)	Prec@5 99.805 (99.756)	Acc 0.902 (0.901)	
TRAINING - Epoch: [27][90/781]	Time 0.092 (0.118)	Data 0.000 (0.013)	Loss 0.2439 (0.2765)	Prec@1 91.992 (90.221)	Prec@5 100.000 (99.751)	Acc 0.902 (0.901)	
TRAINING - Epoch: [27][100/781]	Time 0.094 (0.116)	Data 0.000 (0.012)	Loss 0.2673 (0.2755)	Prec@1 89.844 (90.254)	Prec@5 99.805 (99.760)	Acc 0.903 (0.901)	
TRAINING - Epoch: [27][110/781]	Time 0.129 (0.115)	Data 0.000 (0.011)	Loss 0.2414 (0.2768)	Prec@1 91.016 (90.190)	Prec@5 99.805 (99.764)	Acc 0.902 (0.901)	
TRAINING - Epoch: [27][120/781]	Time 0.112 (0.114)	Data 0.000 (0.010)	Loss 0.2592 (0.2778)	Prec@1 90.625 (90.181)	Prec@5 100.000 (99.761)	Acc 0.902 (0.901)	
TRAINING - Epoch: [27][130/781]	Time 0.095 (0.113)	Data 0.000 (0.010)	Loss 0.2313 (0.2759)	Prec@1 90.625 (90.216)	Prec@5 99.609 (99.769)	Acc 0.902 (0.902)	
TRAINING - Epoch: [27][140/781]	Time 0.099 (0.112)	Data 0.000 (0.009)	Loss 0.3456 (0.2747)	Prec@1 88.867 (90.245)	Prec@5 99.219 (99.765)	Acc 0.902 (0.902)	
TRAINING - Epoch: [27][150/781]	Time 0.112 (0.112)	Data 0.000 (0.009)	Loss 0.3313 (0.2743)	Prec@1 87.305 (90.262)	Prec@5 99.609 (99.765)	Acc 0.903 (0.902)	
TRAINING - Epoch: [27][160/781]	Time 0.115 (0.112)	Data 0.000 (0.008)	Loss 0.4885 (0.2767)	Prec@1 85.352 (90.205)	Prec@5 99.023 (99.762)	Acc 0.902 (0.902)	
TRAINING - Epoch: [27][170/781]	Time 0.099 (0.111)	Data 0.000 (0.008)	Loss 0.3061 (0.2796)	Prec@1 88.867 (90.082)	Prec@5 99.609 (99.756)	Acc 0.901 (0.902)	
TRAINING - Epoch: [27][180/781]	Time 0.092 (0.111)	Data 0.000 (0.007)	Loss 0.2443 (0.2814)	Prec@1 91.016 (90.028)	Prec@5 100.000 (99.751)	Acc 0.900 (0.902)	
TRAINING - Epoch: [27][190/781]	Time 0.097 (0.110)	Data 0.000 (0.007)	Loss 0.2617 (0.2827)	Prec@1 91.406 (89.966)	Prec@5 100.000 (99.755)	Acc 0.900 (0.902)	
